        Date        , GPU Core Clock [MHz] , GPU Memory Clock [MHz] , GPU Temperature [°C] , Fan Speed (%) [%] , Fan Speed (RPM) [RPM] , Memory Used [MB] , GPU Load [%] , Memory Controller Load [%] , Video Engine Load [%] , Bus Interface Load [%] , Power Consumption [% TDP] , PerfCap Reason [] , VDDC [V] ,
2018-07-05 13:57:01 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1765   ,            566   ,         52   ,                       35   ,                 100   ,                    0   ,                    33.5   ,               8   , 1.1500   ,
2018-07-05 13:57:02 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1743   ,            566   ,         51   ,                       35   ,                 100   ,                    0   ,                    33.5   ,               8   , 1.1500   ,
2018-07-05 13:57:03 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1747   ,            566   ,         51   ,                       35   ,                 100   ,                    0   ,                    32.1   ,               8   , 1.1500   ,
2018-07-05 13:57:04 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1776   ,            572   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:57:05 ,             1136.7   ,               1350.0   ,               32.0   ,              33   ,                1745   ,            572   ,          0   ,                        1   ,                 100   ,                    0   ,                     5.5   ,              16   , 1.0680   ,
2018-07-05 13:57:06 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1740   ,            557   ,          0   ,                        1   ,                 100   ,                    0   ,                     7.9   ,               8   , 1.1500   ,
2018-07-05 13:57:07 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1767   ,            557   ,          0   ,                        1   ,                 100   ,                    0   ,                     8.4   ,               8   , 1.1500   ,
2018-07-05 13:57:08 ,             1188.9   ,               1350.0   ,               32.0   ,              33   ,                1783   ,            566   ,          1   ,                        2   ,                 100   ,                    0   ,                     6.3   ,               8   , 1.1500   ,
2018-07-05 13:57:09 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1750   ,            263   ,          2   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:57:10 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1772   ,            399   ,         16   ,                       10   ,                 100   ,                    0   ,                    18.8   ,               8   , 1.1500   ,
2018-07-05 13:57:11 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1749   ,            399   ,         23   ,                       14   ,                 100   ,                    0   ,                    20.7   ,               8   , 1.1500   ,
2018-07-05 13:57:12 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1749   ,            406   ,         22   ,                       16   ,                 100   ,                    0   ,                    17.8   ,               8   , 1.1500   ,
2018-07-05 13:57:13 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1773   ,            406   ,         14   ,                       11   ,                 100   ,                    0   ,                    14.4   ,               8   , 1.1500   ,
2018-07-05 13:57:14 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1748   ,            406   ,          2   ,                        2   ,                 100   ,                    0   ,                    10.2   ,               8   , 1.1500   ,
2018-07-05 13:57:15 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1749   ,            406   ,          5   ,                        4   ,                 100   ,                    0   ,                    10.1   ,               8   , 1.1500   ,
2018-07-05 13:57:16 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1782   ,            406   ,          3   ,                        3   ,                 100   ,                    0   ,                     9.8   ,               8   , 1.1500   ,
2018-07-05 13:57:17 ,             1188.9   ,               1350.0   ,               33.0   ,              33   ,                1752   ,            406   ,          1   ,                        2   ,                 100   ,                    0   ,                     8.9   ,               8   , 1.1500   ,
2018-07-05 13:57:18 ,             1136.7   ,               1350.0   ,               33.0   ,              33   ,                1777   ,            406   ,         25   ,                       18   ,                 100   ,                    0   ,                    14.5   ,              16   , 1.0680   ,
2018-07-05 13:57:19 ,             1032.7   ,               1350.0   ,               33.0   ,              33   ,                1748   ,            406   ,          0   ,                        1   ,                 100   ,                    0   ,                     5.1   ,              16   , 1.0680   ,
2018-07-05 13:57:20 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1774   ,            407   ,         32   ,                       24   ,                 100   ,                    1   ,                    23.4   ,               8   , 1.1500   ,
2018-07-05 13:57:21 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1775   ,            407   ,         32   ,                       24   ,                 100   ,                    1   ,                    22.2   ,               8   , 1.1500   ,
2018-07-05 13:57:22 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1748   ,            407   ,         31   ,                       24   ,                 100   ,                    1   ,                    21.5   ,               8   , 1.1500   ,
2018-07-05 13:57:23 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1774   ,            407   ,         31   ,                       24   ,                 100   ,                    1   ,                    23.8   ,               8   , 1.1500   ,
2018-07-05 13:57:24 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1771   ,            407   ,         32   ,                       24   ,                 100   ,                    1   ,                    20.2   ,               8   , 1.1500   ,
2018-07-05 13:57:25 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1746   ,            407   ,         32   ,                       24   ,                 100   ,                    1   ,                    21.4   ,               8   , 1.1500   ,
2018-07-05 13:57:26 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1747   ,            407   ,         32   ,                       24   ,                 100   ,                    1   ,                    22.4   ,               8   , 1.1500   ,
2018-07-05 13:57:27 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1777   ,            410   ,         39   ,                       33   ,                 100   ,                    0   ,                    25.4   ,               8   , 1.1500   ,
2018-07-05 13:57:28 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1749   ,            410   ,         39   ,                       33   ,                 100   ,                    0   ,                    23.5   ,               8   , 1.1500   ,
2018-07-05 13:57:29 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1749   ,            412   ,         13   ,                       11   ,                 100   ,                    0   ,                    23.8   ,               8   , 1.1500   ,
2018-07-05 13:57:30 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1775   ,            413   ,         38   ,                       32   ,                 100   ,                    0   ,                    24.7   ,               8   , 1.1500   ,
2018-07-05 13:57:31 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1746   ,            414   ,         38   ,                       32   ,                 100   ,                    0   ,                    25.5   ,               8   , 1.1500   ,
2018-07-05 13:57:32 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1767   ,            414   ,         39   ,                       32   ,                 100   ,                    0   ,                    25.0   ,               8   , 1.1500   ,
2018-07-05 13:57:33 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1768   ,            415   ,         38   ,                       31   ,                 100   ,                    0   ,                    24.3   ,               8   , 1.1500   ,
2018-07-05 13:57:34 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1773   ,            418   ,         37   ,                       30   ,                 100   ,                    0   ,                    23.2   ,               8   , 1.1500   ,
2018-07-05 13:57:35 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1746   ,            418   ,         38   ,                       31   ,                 100   ,                    0   ,                    23.3   ,               8   , 1.1500   ,
2018-07-05 13:57:36 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1740   ,            418   ,         39   ,                       31   ,                 100   ,                    0   ,                    24.9   ,               8   , 1.1500   ,
2018-07-05 13:57:37 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1751   ,            418   ,         39   ,                       31   ,                 100   ,                    0   ,                    24.9   ,               8   , 1.1500   ,
2018-07-05 13:57:38 ,             1188.9   ,               1350.0   ,               36.0   ,              33   ,                1753   ,            418   ,         38   ,                       31   ,                 100   ,                    0   ,                    24.6   ,               8   , 1.1500   ,
2018-07-05 13:57:39 ,             1188.9   ,               1350.0   ,               36.0   ,              33   ,                1783   ,            418   ,         38   ,                       31   ,                 100   ,                    0   ,                    24.8   ,               8   , 1.1500   ,
2018-07-05 13:57:40 ,             1188.9   ,               1350.0   ,               35.0   ,              33   ,                1753   ,            331   ,          3   ,                        2   ,                 100   ,                    0   ,                     9.4   ,               8   , 1.1500   ,
2018-07-05 13:57:41 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1781   ,            301   ,          4   ,                        2   ,                 100   ,                    1   ,                     9.6   ,               8   , 1.1500   ,
2018-07-05 13:57:42 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1767   ,            426   ,          3   ,                        1   ,                 100   ,                    0   ,                    10.3   ,               8   , 1.1500   ,
2018-07-05 13:57:43 ,             1032.7   ,               1350.0   ,               33.0   ,              33   ,                1744   ,            282   ,          0   ,                        1   ,                 100   ,                    0   ,                     5.8   ,              16   , 1.0060   ,
2018-07-05 13:57:44 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1745   ,            416   ,          3   ,                        1   ,                 100   ,                    0   ,                     9.2   ,               8   , 1.1500   ,
2018-07-05 13:57:45 ,             1136.7   ,               1350.0   ,               34.0   ,              33   ,                1778   ,            419   ,          0   ,                        1   ,                 100   ,                    0   ,                     6.6   ,              16   , 1.0680   ,
2018-07-05 13:57:46 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1756   ,            450   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.2   ,               8   , 1.1500   ,
2018-07-05 13:57:47 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1777   ,            460   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:57:48 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1747   ,            470   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.2   ,               8   , 1.1500   ,
2018-07-05 13:57:49 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1783   ,            479   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:57:50 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1787   ,            494   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.1   ,               8   , 1.1500   ,
2018-07-05 13:57:51 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1779   ,            494   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.0   ,               8   , 1.1500   ,
2018-07-05 13:57:52 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1777   ,            494   ,          0   ,                        1   ,                 100   ,                    0   ,                     9.0   ,               8   , 1.1500   ,
2018-07-05 13:57:53 ,             1188.9   ,               1350.0   ,               34.0   ,              33   ,                1747   ,            495   ,          0   ,                        1   ,                 100   ,                    0   ,                     8.7   ,               8   , 1.1500   ,
